,season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
6707,2018,4243216,Jack Sears,QB,USC,Pac-12,36,0.343,0.407,0.08,0.33,0.196,0.576,0.492,0.081,12.359,11.798,0.561,4.617,2.554,5.188,11.31,1.05
6922,2018,4240023,Tre' McKitty,TE,Florida State,ACC,36,0.45,0.45,NA,0.205,0.229,1.373,0.165,0.897,16.182,16.182,NA,2.868,2.292,15.106,3.63,12.552
7036,2018,4244845,Armani Levias,TE,Marshall,Conference USA,36,0.503,0.511,0.223,0.545,0.264,0.358,0.456,0.577,18.098,17.875,0.223,9.273,2.9,2.507,10.024,8.074
7040,2018,3138759,Matthew Eaton,WR,Iowa State,Big 12,36,0.504,0.504,NA,0.359,0.547,0.861,0.12,0.983,18.144,18.144,NA,3.949,5.465,10.332,2.409,15.734
7175,2018,4036525,Devin Gentry,WR,Georgia State,Sun Belt,36,0.585,0.632,0.059,-0.149,0.546,1.649,0.384,0.939,21.047,20.87,0.177,-2.377,6.558,8.244,8.839,12.208
7308,2018,4241374,Grant Calcaterra,TE,Oklahoma,Big 12,36,0.687,0.687,NA,0.498,0.883,0.563,0.726,0.609,24.72,24.72,NA,7.975,8.826,5.068,17.414,7.306
7355,2018,4244649,Bryce Singleton,WR,Florida International,Conference USA,36,0.726,0.726,NA,0.151,0.511,1.424,0.546,0.978,26.14,26.14,NA,2.119,4.089,19.932,11.464,14.676
7551,2018,4030390,Ky'Jon Tyler,WR,Coastal Carolina,Sun Belt,36,0.895,0.923,0.585,1.322,0.537,1.03,0.953,0.829,32.206,30.451,1.755,15.866,9.131,7.21,18.107,14.099
7614,2018,3133996,Tony Ellison,WR,Arizona,Pac-12,36,0.985,0.985,NA,0.461,1.28,1.555,0.789,1.331,35.447,35.447,NA,7.374,14.078,13.995,18.15,17.297
7681,2018,4037591,Joe Reed,WR,Virginia,ACC,36,1.133,1.228,0.095,0.871,0.881,2.035,1.1,1.22,40.794,40.509,0.285,13.06,11.452,16.282,28.591,12.203
8400,2019,4030390,Ky'Jon Tyler,WR,Coastal Carolina,Sun Belt,36,0.02,0.226,-1.63,0.178,-0.626,-0.149,0.106,-0.177,0.712,7.234,-6.522,3.027,-5.632,-1.043,2.654,-1.943
8869,2019,4035670,Devonta'e Henry-Cole,RB,Utah,Pac-12,36,0.201,0.619,0.148,0.17,0.237,0.246,0.049,0.733,7.221,2.478,4.743,3.396,2.843,0.982,1.36,5.862
9182,2019,3921953,Spencer Tears,WR,Northern Illinois,Mid-American,36,0.325,0.327,0.252,-0.013,0.849,0.579,0.008,0.825,11.711,11.46,0.252,-0.251,8.488,3.474,0.166,11.546
9233,2019,3128359,Chris Platt,WR,Baylor,Big 12,36,0.347,0.342,0.38,0.457,0.169,0.21,0.341,0.354,12.489,10.588,1.901,8.221,1.518,1.68,6.819,5.671
9334,2019,3914182,Deondre Farrier,WR,East Carolina,American Athletic,36,0.393,0.393,NA,0.393,0.425,0.065,0.434,0.301,14.157,14.157,NA,7.462,3.827,0.453,10.85,3.307
9401,2019,4241727,Bret Clark,WR,Troy,Sun Belt,36,0.433,0.433,NA,0.135,0.194,1.092,-0.002,1.117,15.601,15.601,NA,2.156,2.132,8.738,-0.043,15.644
9459,2019,4039268,Tommy Lazzaro,QB,Central Michigan,Mid-American,36,0.468,0.079,0.579,0.085,0.516,0.459,0.55,0.28,16.842,0.63,16.212,0.683,5.681,7.35,13.757,3.085
9613,2019,4372768,Phil Jurkovec,QB,Notre Dame,FBS Independents,36,0.545,1.025,0.202,1.087,-0.211,1.323,0.456,0.702,19.62,15.369,4.251,17.384,-2.318,9.259,10.498,9.122
9978,2019,4035703,Cary Angeline,TE,NC State,ACC,36,0.804,0.804,NA,1.001,0.925,-0.233,0.854,0.726,28.936,28.936,NA,11.016,12.944,-1.632,18.778,10.158
10079,2019,4034944,Josh Hammond,WR,Florida,SEC,36,0.906,0.872,1.078,0.748,0.494,2.163,0.735,1.351,32.629,26.159,6.47,14.214,5.434,12.98,19.123,13.506
10273,2019,4360930,Jyaire Shorter,WR,North Texas,Conference USA,36,1.199,1.199,NA,1.081,0.477,1.843,1.121,1.357,43.177,43.177,NA,16.212,4.774,18.428,26.895,16.282
139,2014,545456,Berkley Edwards,RB,Minnesota,Big Ten,35,-0.055,-0.118,-0.045,-0.464,0.448,0.208,-0.175,0.349,-1.942,-0.589,-1.353,-8.356,5.376,1.038,-4.731,2.789
406,2014,3125992,Sam Martin,WR,Miami (OH),Mid-American,35,0.755,0.755,NA,0.343,0.889,0.896,0.803,0.71,26.425,26.425,NA,4.112,13.34,6.269,13.643,12.782
916,2015,3919609,Jalen McCleskey,WR,Oklahoma State,Big 12,35,0.263,0.265,0.25,-0.02,0.742,NA,0.136,1.031,9.219,8.218,1,-0.43,9.648,NA,4.066,5.153
917,2015,549838,Boston Scott,RB,Louisiana Tech,Conference USA,35,0.264,-0.471,0.286,-0.062,0.512,0.297,0.221,0.389,9.241,-0.471,9.712,-0.873,9.224,0.89,5.742,3.5
952,2015,550669,Bryce Bobo,WR,Colorado,Pac-12,35,0.299,0.299,NA,-0.358,0.301,0.003,-0.052,0.593,10.449,10.449,NA,-2.506,5.423,0.022,-0.826,11.275
1035,2015,3139562,Maleek Irons,RB,Ohio,Mid-American,35,0.392,0.626,0.37,0.162,0.524,1.271,0.356,0.668,13.709,1.877,11.832,3.082,6.812,3.814,11.037,2.672
1038,2015,3916210,Xavier Castille,WR,SMU,American Athletic,35,0.394,0.431,-0.895,0.468,-0.303,0.931,0.371,0.424,13.775,14.67,-0.895,6.089,-3.642,8.382,7.416,6.358
1093,2015,547720,Temi Alaka,WR,Rice,Conference USA,35,0.469,0.462,0.721,-0.421,0.846,0.809,0.479,0.46,16.43,15.708,0.721,-3.367,14.39,7.282,8.15,8.279
1269,2015,558337,Nick Fitzgerald,QB,Mississippi State,SEC,35,0.809,1.076,0.63,0.892,0.95,0.586,1.225,0.104,28.3,15.07,13.23,12.495,11.394,4.69,26.949,1.35
1520,2016,3134012,Nick Wilson,RB,Arizona,Pac-12,35,-0.228,-0.444,-0.215,-0.034,-0.299,0.742,-0.217,-0.347,-7.969,-0.888,-7.081,-0.707,-2.689,2.225,-6.929,-1.04
2369,2016,3918469,Izaiah Lottie,WR,New Mexico State,FBS Independents,35,0.45,0.45,NA,-0.042,0.757,0.129,0.05,1.051,15.759,15.759,NA,-0.506,9.085,1.159,1.046,14.713
2430,2016,3125438,Gabe Schrade,TE,Texas State,Sun Belt,35,0.495,0.446,2.138,0.361,0.554,1.221,0.445,0.578,17.309,15.171,2.138,5.774,8.31,2.442,9.794,7.515
2434,2016,3917569,Ja'Marcus Bradley,WR,Louisiana,Sun Belt,35,0.501,0.501,NA,0.515,0.84,0.171,0.449,0.588,17.52,17.52,NA,9.264,6.719,1.537,9.873,7.646
2778,2016,4036163,Kelvin Harmon,WR,NC State,ACC,35,0.971,0.971,NA,0.679,1.004,1.623,0.926,1.038,33.986,33.986,NA,11.547,6.023,17.852,19.45,14.537
2807,2016,3931397,JJ Arcega-Whiteside,WR,Stanford,Pac-12,35,1.053,1.053,NA,-0.101,1.156,1.609,0.325,1.599,36.84,36.84,NA,-0.912,10.404,27.348,4.87,31.97
3240,2017,3918001,Tario Fuller,RB,Purdue,Big Ten,35,-0.099,-0.008,-0.131,0.013,-0.159,-0.498,-0.116,-0.051,-3.47,-0.073,-3.397,0.241,-1.907,-1.991,-3.009,-0.461
3589,2017,3858265,Ricky Brookins,RB,Indiana,Big Ten,35,0.084,0,0.269,-0.183,0.089,0.452,-0.121,0.358,2.949,-0.006,2.956,-2.382,0.799,5.419,-2.414,5.363
3812,2017,4241555,Elijah Mitchell,RB,Louisiana,Sun Belt,35,0.166,-0.732,0.25,0.172,0.161,0.137,0.122,0.427,5.799,-2.195,7.994,3.616,1.771,0.412,3.666,2.133
3877,2017,3881270,Ryan Schadler,WR,Kansas,Big 12,35,0.192,0.228,-0.022,0.321,-0.201,0.025,0.083,0.321,6.716,6.826,-0.11,4.82,-2.208,0.178,1.582,5.134
3891,2017,4039669,Corey Taylor II,RB,Tulsa,American Athletic,35,0.196,-1.015,0.232,0.062,0.141,1.96,0.27,-0.252,6.857,-1.015,7.872,1.049,1.835,7.842,8.115,-1.258
4170,2017,4038438,La'Darren Brown,RB,Oklahoma State,Big 12,35,0.302,-1.101,0.388,-0.21,0.655,0.168,0.215,0.598,10.586,-2.203,12.789,-2.524,9.82,1.177,5.803,4.783
4494,2017,3918003,Brycen Hopkins,TE,Purdue,Big Ten,35,0.452,0.452,NA,-0.019,0.962,0.45,0.06,0.976,15.832,15.832,NA,-0.265,12.5,3.597,1.193,14.639
4566,2017,546734,Matt Alviti,QB,Northwestern,Big Ten,35,0.487,0.135,1.161,0.552,0.728,1.05,0.325,1.136,17.041,3.105,13.936,10.481,4.365,7.349,9.091,7.95
4747,2017,4045291,Taysir Mack,WR,Indiana,Big Ten,35,0.596,0.596,NA,0.26,0.594,1.863,0.324,1.056,20.857,20.857,NA,3.904,9.5,7.452,7.133,13.723
4786,2017,3921681,Bailey Gaither,WR,San José State,Mountain West,35,0.616,0.616,NA,0.559,0.868,0.42,0.289,0.962,21.558,21.558,NA,7.269,13.021,2.522,5.207,16.351
5087,2017,4034964,Tyrie Cleveland,WR,Florida,SEC,35,0.913,0.936,0.526,0.911,-0.115,1.926,0.865,0.994,31.939,30.887,1.052,14.583,-1.377,9.63,19.02,12.919
5104,2017,3917315,Kyler Murray,QB,Oklahoma,Big 12,35,0.944,1.352,0.333,1.088,1.242,-0.033,1.021,0.776,33.046,28.385,4.661,19.582,13.663,-0.199,24.513,8.533
5186,2017,4040774,Harrison Bryant,TE,Florida Atlantic,Conference USA,35,1.099,1.099,NA,1.067,0.837,1.478,1.09,1.108,38.48,38.48,NA,12.81,10.887,14.784,18.532,19.948
5216,2017,4044452,Kaden Smith,TE,Stanford,Pac-12,35,1.182,1.182,NA,-0.29,1.482,1.552,0.676,1.481,41.358,41.358,NA,-1.74,23.716,17.073,8.787,32.571
5666,2018,552119,Kyle Kempt,QB,Iowa State,Big 12,35,-0.14,-0.118,-0.895,-0.527,0.176,0.061,-0.472,0.174,-4.89,-3.995,-0.895,-5.799,1.935,0.732,-8.025,3.135
5688,2018,4039493,Desmond Phillips,WR,Toledo,Mid-American,35,-0.126,-0.126,NA,-0.097,-0.077,0.207,-0.067,-0.298,-4.416,-4.416,NA,-1.745,-0.845,1.036,-1.732,-2.684
6201,2018,3916283,Mike Martin,FB,Navy,American Athletic,35,0.146,-0.037,0.157,-0.115,0.442,0.02,0.06,0.274,5.105,-0.074,5.18,-1.615,5.299,0.142,1.264,3.841
6317,2018,4239397,Leroy Henley,WR,East Carolina,American Athletic,35,0.187,0.187,NA,-0.039,0.338,0.335,-0.136,0.403,6.555,6.555,NA,-0.394,4.728,3.349,-1.909,8.463
6346,2018,4038920,Trey Harrell,WR,Kent State,Mid-American,35,0.196,0.193,0.222,0.522,-0.091,0.414,0.112,0.309,6.875,5.987,0.888,5.743,-1.456,2.483,2.234,4.641
6468,2018,4360331,Miles Kendrick,QB,Kansas,Big 12,35,0.246,0.364,0.089,-0.032,0.275,0.518,-0.022,0.499,8.616,7.28,1.337,-0.381,3.296,5.701,-0.372,8.988
6636,2018,4035693,Velus Jones Jr.,WR,USC,Pac-12,35,0.315,0.293,0.42,0.146,0.357,0.385,0.409,0.174,11.02,8.499,2.521,2.478,3.57,2.698,8.586,2.434
6637,2018,4373678,Khalil Shakir,WR,Boise State,Mountain West,35,0.315,0.5,-0.042,0.445,-0.245,1.169,0.584,-0.202,11.01,11.511,-0.5,5.34,-3.678,9.349,13.429,-2.418
6884,2018,3916748,Keishawn Watson,WR,Western Michigan,Mid-American,35,0.43,0.43,NA,0.353,0.273,0.991,0.432,0.426,15.044,15.044,NA,4.585,3.275,7.929,9.504,5.539
6885,2018,4044520,Brennon Dingle,WR,UMass,FBS Independents,35,0.43,0.346,1.074,0.57,0.054,1.334,0.55,-0.05,15.035,10.737,4.298,13.106,0.595,1.334,15.388,-0.353
6898,2018,4256040,Warren Jackson,WR,Colorado State,Mountain West,35,0.44,0.44,NA,0.226,0.05,1.29,0.522,0.363,15.408,15.408,NA,2.716,0.495,15.48,8.87,6.539
7052,2018,4039936,Tray Eafford,WR,Troy,Sun Belt,35,0.513,0.494,0.665,0.712,-0.174,0.931,0.736,-0.044,17.96,15.299,2.661,12.111,-1.911,5.585,18.399,-0.439
7157,2018,3916587,Tyler Mabry,TE,Buffalo,Mid-American,35,0.574,0.574,NA,0.24,0.519,0.629,0.476,0.679,20.107,20.107,NA,2.162,7.273,5.658,8.559,11.547
7182,2018,3916820,Calen Holt,RB,Army,FBS Independents,35,0.587,1.241,0.452,0.253,0.337,1.273,0.163,1.646,20.548,7.445,13.104,3.8,2.357,14.006,4.084,16.465
7206,2018,3843469,Derrick Dillon,WR,LSU,SEC,35,0.604,0.667,-0.067,0.235,-0.089,1.567,0.343,0.8,21.155,21.355,-0.201,2.352,-1.159,17.24,5.149,16.006
7404,2018,4044113,Darnell Salomon,WR,South Florida,American Athletic,35,0.764,0.764,NA,0.458,0.423,2.049,0.25,1.536,26.751,26.751,NA,7.335,5.076,14.34,5.254,21.497
7647,2018,4239966,Marcus Bennett,WR,Air Force,Mountain West,35,1.042,1.042,NA,0.88,0.377,2.006,0.752,1.599,36.475,36.475,NA,14.072,3.765,16.05,17.286,19.189
7975,2019,4045002,Robbie Kelley,QB,Akron,Mid-American,35,-0.504,-0.607,0.588,-0.493,-0.932,-0.057,-0.388,-0.603,-17.656,-19.42,1.764,-4.927,-11.186,-0.629,-6.205,-11.451
8134,2019,4038809,Jake Bentley,QB,South Carolina,SEC,35,-0.17,-0.199,0.136,-0.09,-0.461,-0.046,-0.187,-0.149,-5.961,-6.368,0.407,-1.258,-4.152,-0.551,-3.732,-2.229
8166,2019,4239941,Travis Levy,RB,Boston College,ACC,35,-0.136,-0.191,-0.122,0.029,-0.348,-0.19,-0.091,-0.235,-4.765,-1.34,-3.425,0.518,-4.523,-0.76,-2.175,-2.59
8169,2019,4261607,Kaegun Williams,RB,San Diego State,Mountain West,35,-0.131,0.662,-0.264,-0.343,0,1.491,-0.454,0.571,-4.598,3.31,-7.908,-5.832,-0.005,2.981,-10.884,6.286
8299,2019,4372000,John Stephen Jones,QB,Arkansas,SEC,35,-0.037,-0.021,-0.082,-0.357,0.244,-0.401,-0.4,0.394,-1.292,-0.554,-0.738,-4.287,3.17,-3.609,-7.604,6.312
8316,2019,4062810,Chandler Smith,RB,Houston,American Athletic,35,-0.027,-0.194,0.001,-0.14,0.116,-0.319,-0.023,-0.033,-0.941,-0.969,0.028,-1.955,1.743,-1.595,-0.539,-0.402
9017,2019,4369840,Dominick Wood-Anderson,TE,Tennessee,SEC,35,0.259,0.263,0.109,0.108,0.372,1.224,0.192,0.348,9.062,8.953,0.109,1.515,5.575,6.12,3.847,5.215
9037,2019,4039388,Anselem Umeh,WR,New Mexico,Mountain West,35,0.266,0.266,NA,-0.057,0.545,0.798,0.205,0.382,9.298,9.298,NA,-0.862,6.54,5.588,4.713,4.585
9205,2019,4427101,Matt Drayton,WR,Connecticut,American Athletic,35,0.334,0.334,NA,-0.204,-0.149,1.225,0.047,0.549,11.683,11.683,NA,-2.044,-1.787,12.25,0.706,10.977
9277,2019,4291782,Chase Cunningham,QB,Middle Tennessee,Conference USA,35,0.366,0.361,0.422,0.173,0.597,0.241,0.695,0.147,12.804,11.539,1.265,2.076,6.572,2.406,9.725,3.08
9390,2019,4035493,Nate Craig-Myers,WR,Colorado State,Mountain West,35,0.429,0.429,NA,0.378,-0.028,0.67,0.407,0.479,15.027,15.027,NA,7.556,-0.195,4.69,9.757,5.27
9483,2019,4567470,Jsi Hatfield,WR,East Carolina,American Athletic,35,0.478,0.712,0.03,0.189,1.11,0.88,0.289,1.116,16.746,16.386,0.36,4.16,5.548,7.038,7.815,8.93
9509,2019,4363104,Chris Smith,RB,Louisiana,Sun Belt,35,0.491,-0.4,0.517,0.857,0.093,0.504,0.569,0.264,17.175,-0.4,17.574,12.852,1.301,3.021,14.799,2.376
9519,2019,4428557,Tyjae Spears,RB,Tulane,American Athletic,35,0.494,1.631,0.259,0.477,0.252,1.526,0.37,0.704,17.296,9.786,7.51,7.159,4.033,6.103,8.145,9.151
9577,2019,4360799,Jordan Travis,QB,Florida State,ACC,35,0.524,0.27,0.656,-0.288,-0.059,2.744,0.241,1.653,18.329,3.235,15.094,-4.608,-0.587,19.208,6.758,11.572
9711,2019,4259215,Keoni-Kordell Makekau,WR,Navy,American Athletic,35,0.596,1.209,0.414,0.93,0.404,0.374,0.476,0.826,20.858,9.673,11.185,12.091,7.27,1.498,10.951,9.907
9758,2019,3917579,Jarrod Jackson,WR,Louisiana,Sun Belt,35,0.625,0.625,NA,0.528,0.518,1.113,0.413,1.236,21.87,21.87,NA,8.977,6.214,6.68,10.749,11.121
9804,2019,4362184,KeSean Carter,WR,Texas Tech,Big 12,35,0.66,0.66,NA,0.673,0.661,1.083,0.558,0.857,23.116,23.116,NA,10.776,7.271,6.495,12.831,10.285
10021,2019,4040623,Austin Mack,WR,Ohio State,Big Ten,35,0.847,0.847,NA,0.744,0.771,1.569,0.71,1.189,29.644,29.644,NA,14.887,8.481,6.275,17.757,11.887
10057,2019,4035115,Albert Okwuegbunam,TE,Missouri,SEC,35,0.877,0.877,NA,1.223,0.966,0.473,0.992,0.724,30.699,30.699,NA,11.004,14.487,5.208,19.845,10.855
44,2013,550340,Fransohn Bickley,WR,Akron,Mid-American,34,0.776,0.776,NA,0.546,0.742,1.423,0.545,1.106,26.386,26.386,NA,8.197,9.652,8.537,10.898,15.488
90,2014,552782,Brogan Roback,QB,Eastern Michigan,Mid-American,34,-0.278,-0.205,-0.698,-0.388,-0.099,-0.31,-0.397,-0.128,-9.45,-5.959,-3.49,-5.045,-0.991,-3.414,-7.534,-1.916
160,2014,545423,Akrum Wadley,RB,Iowa,Big Ten,34,0.018,-0.358,0.054,-0.048,0.234,-0.825,-0.015,0.204,0.596,-1.074,1.67,-0.957,2.102,-3.3,-0.426,1.022
168,2014,546607,Gabe Myles,WR,Mississippi State,SEC,34,0.033,-0.05,0.519,0.065,-0.069,0.327,0.054,-0.045,1.13,-1.464,2.595,1.308,-0.832,0.653,1.445,-0.315
200,2014,545944,Brandon Cox,WR,Arkansas State,Sun Belt,34,0.083,0.009,0.321,-0.121,0.12,1.409,-0.125,0.517,2.809,0.239,2.57,-1.929,1.92,2.818,-2.875,5.685
374,2014,3126329,Garrett Johnson,WR,Kentucky,SEC,34,0.559,0.559,NA,-0.167,0.743,1.099,0.127,1.046,19.019,19.019,NA,-2.168,6.684,12.087,2.287,16.733
596,2015,3915270,Myles Washington,RB,Kent State,Mid-American,34,-0.075,0.246,-0.117,-0.087,-0.004,-0.15,-0.138,0.1,-2.541,0.982,-3.523,-1.299,-0.042,-1.2,-3.444,0.903
1198,2015,553536,Linell Bonner,WR,Houston,American Athletic,34,0.651,0.651,NA,0.582,0.527,1.092,1.02,0.235,22.133,22.133,NA,6.985,4.218,14.19,18.368,3.765
1218,2015,3124722,Tyler Batson,WR,UTEP,Conference USA,34,0.687,0.687,NA,0.035,1.105,1.201,0.226,1.206,23.366,23.366,NA,0.415,11.045,13.211,4.066,19.3
1239,2015,3122167,Caleb Scott,WR,Vanderbilt,SEC,34,0.732,0.732,NA,0.554,0.486,1.547,0.558,1.014,24.903,24.903,NA,7.757,6.314,10.832,11.718,13.185
1291,2015,3128741,Markell Pack,WR,Ole Miss,SEC,34,0.887,0.993,-0.813,0.829,1.021,0.886,0.89,0.863,30.141,31.768,-1.627,17.413,9.186,3.542,25.824,4.317
1629,2016,3791146,Elijah Sindelar,QB,Purdue,Big Ten,34,-0.039,-0.045,0.019,-0.083,-0.23,0.608,-0.017,-0.055,-1.337,-1.394,0.056,-0.911,-2.761,4.864,-0.231,-1.106
1868,2016,3914622,Kevrin Justice,RB,Houston,American Athletic,34,0.128,NA,0.128,0.087,-0.186,1.074,0.161,-0.121,4.342,NA,4.342,1.392,-2.417,5.368,4.825,-0.482
1897,2016,3125862,Raekwon James,RB,Kent State,Mid-American,34,0.142,0.198,-0.184,-0.003,-0.002,0.544,0.188,0.091,4.837,5.754,-0.918,-0.028,-0.033,4.898,3.382,1.455
2092,2016,4038930,Kavious Price,WR,Kent State,Mid-American,34,0.253,0.27,0.236,-0.12,0.491,0.579,0.053,0.62,8.595,4.589,4.006,-1.796,3.438,6.953,1.158,7.437
2506,2016,3895431,Traveon Samuel,WR,Louisville,ACC,34,0.563,0.607,0.423,0.371,-0.136,1.157,0.393,0.92,19.155,15.775,3.38,7.42,-0.815,8.102,9.037,10.118
2507,2016,3932911,Art Thompkins,RB,Toledo,Mid-American,34,0.563,-0.088,0.675,0.183,0.515,2.102,0.498,1.609,19.138,-0.442,19.581,3.477,5.152,10.51,15.92,3.218
2533,2016,3915772,Jared Pinkney,TE,Vanderbilt,SEC,34,0.586,0.586,NA,0.076,0.635,1.753,0.307,1.096,19.911,19.911,NA,0.985,10.161,8.765,6.762,13.149
2721,2016,3139606,Tyre McCants,WR,South Florida,American Athletic,34,0.84,0.884,0.128,0.943,0.373,1.089,0.805,0.904,28.554,28.298,0.256,8.486,3.735,16.333,17.706,10.848
2762,2016,4039340,John Niupalau,WR,Eastern Michigan,Mid-American,34,0.932,0.932,NA,0.373,1.383,0.857,0.757,1.153,31.691,31.691,NA,4.098,20.739,6.854,14.391,17.3
3103,2017,551230,Kurt Palandech,QB,UNLV,Mountain West,34,-0.302,-0.469,-0.064,-0.331,-0.397,-0.113,-0.288,-0.318,-10.267,-9.376,-0.891,-3.967,-5.561,-0.789,-5.186,-5.081
3147,2017,3128401,Mike Warren,RB,Iowa State,Big 12,34,-0.207,-0.486,-0.199,-0.202,-0.336,0.408,-0.263,0.008,-7.04,-0.486,-6.554,-3.225,-5.039,1.224,-7.098,0.058
3181,2017,3122552,Jonathan Haden,RB,UAB,Conference USA,34,-0.159,-0.19,-0.114,-0.166,-0.038,-0.107,-0.269,0.02,-5.393,-3.801,-1.592,-1.989,-0.526,-0.752,-5.653,0.261
3335,2017,3916635,Breck Turner,RB,Eastern Michigan,Mid-American,34,-0.03,-0.179,-0.005,-0.039,-0.137,0.548,0.023,-0.238,-1.032,-0.894,-0.138,-0.621,-2.056,1.645,0.634,-1.666
3454,2017,3915879,Kavika Johnson,WR,UTEP,Conference USA,34,0.031,0.092,-0.6,-0.259,-0.19,0.574,-0.031,0.108,1.042,2.842,-1.8,-3.365,-1.902,6.309,-0.584,1.627
4364,2017,4240661,Dazz Newsome,WR,North Carolina,ACC,34,0.384,0.437,0.214,0.44,0.279,0.415,0.541,0.208,13.064,11.352,1.712,5.716,2.789,4.56,9.733,3.331
4509,2017,3125461,John Johnson,WR,Troy,Sun Belt,34,0.46,0.518,-0.463,0.411,0.248,0.536,0.232,1.094,15.643,16.568,-0.925,5.345,3.227,3.753,5.795,9.848
4621,2017,3918230,Xavier Brown,WR,Louisiana Monroe,Sun Belt,34,0.519,0.519,NA,0.257,0.442,0.729,0.444,0.578,17.651,17.651,NA,2.831,3.975,9.481,6.667,10.984
4682,2017,3914501,Kelvin Smith,TE,North Texas,Conference USA,34,0.548,0.548,NA,0.384,0.548,0.402,0.459,0.661,18.633,18.633,NA,4.221,5.48,4.422,8.724,9.91
4756,2017,3917200,Malik Henry,WR,Georgia Southern,Sun Belt,34,0.6,0.635,-0.572,-0.412,0.002,2.021,0.291,0.816,20.394,20.966,-0.572,-2.887,0.034,20.212,4.068,16.326
4796,2017,3917969,Jeremiah Booker,WR,Kansas,Big 12,34,0.621,0.621,NA,-0.058,0.63,1.6,0.476,1.024,21.12,21.12,NA,-0.814,6.301,14.398,11.909,9.212
4844,2017,4036474,Christian Booker,WR,Arkansas State,Sun Belt,34,0.662,0.722,-1.295,1.086,0.096,0.377,1.02,-0.086,22.52,23.814,-1.295,19.544,0.963,1.883,23.465,-0.945
4897,2017,4039340,John Niupalau,WR,Eastern Michigan,Mid-American,34,0.707,0.707,NA,0.574,0.913,0.789,0.37,1.411,24.041,24.041,NA,9.762,6.393,7.886,8.517,15.524
4978,2017,547868,Shane Wimann,TE,Northern Illinois,Mid-American,34,0.779,0.779,NA,0.576,0.664,1.13,0.624,1.284,26.487,26.487,NA,8.639,7.964,6.78,16.218,10.27
5023,2017,4040628,Binjimen Victor,WR,Ohio State,Big Ten,34,0.829,0.829,NA,0.742,0.862,0.762,0.936,0.633,28.189,28.189,NA,14.103,4.312,6.859,20.59,7.599
5192,2017,4036347,Dalton Fackrell,TE,Colorado State,Mountain West,34,1.12,1.12,NA,0.211,1.477,1.519,0.676,1.47,38.063,38.063,NA,2.112,17.72,18.23,10.14,27.924
5269,2017,4035115,Albert Okwuegbunam,TE,Missouri,SEC,34,1.411,1.411,NA,1.442,1.55,1.654,1.29,1.565,47.969,47.969,NA,17.305,15.496,18.191,24.501,23.468
5824,2018,4035537,Kene Nwangwu,RB,Iowa State,Big 12,34,-0.02,-0.127,-0.01,-0.149,0.043,0.978,-0.038,0.061,-0.691,-0.38,-0.311,-3.12,0.473,1.956,-1.058,0.367
6055,2018,4259223,Eltoro Allen,RB,Utah State,Mountain West,34,0.089,0.931,-0.024,-0.275,0.114,1.07,-0.208,0.8,3.011,3.726,-0.715,-4.668,1.257,6.422,-4.986,7.997
6089,2018,3915267,Will Matthews,RB,Kent State,Mid-American,34,0.098,0.805,-0.024,0.19,0.06,-0.331,0.049,0.216,3.328,4.025,-0.697,3.035,0.954,-0.661,1.172,2.156
6110,2018,4259304,Shameen Jones,WR,Rutgers,Big Ten,34,0.108,0.161,-0.433,-0.133,0.312,0.136,0.036,0.225,3.678,4.976,-1.299,-1.593,4.051,1.22,0.757,2.921
6112,2018,4361587,Lala Davis,RB,Old Dominion,Conference USA,34,0.109,-0.245,0.12,-0.221,0.312,0.54,0.128,0.021,3.712,-0.245,3.957,-3.979,3.428,2.16,3.586,0.126
7090,2018,3915230,C.J. Conrad,TE,Kentucky,SEC,34,0.534,0.534,NA,0.374,0.848,0.77,0.368,1.782,18.172,18.172,NA,8.23,7.631,2.311,11.042,7.13
7134,2018,3921681,Bailey Gaither,WR,San José State,Mountain West,34,0.561,0.528,0.807,0.608,-0.337,0.804,0.505,0.88,19.061,15.832,3.229,12.763,-1.686,4.822,14.659,4.402
7258,2018,4241940,Javon Leake,RB,Maryland,Big Ten,34,0.654,-0.051,0.675,0.157,0.623,2.418,0.445,1.867,22.236,-0.051,22.287,2.677,7.471,12.088,12.899,9.337
7260,2018,3932963,Dax Raymond,TE,Utah State,Mountain West,34,0.654,0.68,-0.199,0.625,0.591,0.849,0.567,0.987,22.233,22.432,-0.199,11.243,3.546,7.643,15.321,6.912
7296,2018,4362874,Matt Corral,QB,Ole Miss,SEC,34,0.682,0.589,0.943,0.497,1.171,0.853,0.599,0.776,23.197,14.714,8.484,7.958,8.196,8.529,10.784,12.413
7346,2018,4240121,Thayer Thomas,WR,NC State,ACC,34,0.716,0.708,0.976,0.639,1.112,0.615,0.651,0.821,24.337,23.36,0.976,8.301,10.009,5.533,13.664,10.672
7410,2018,4259197,Tarique Milton,WR,Iowa State,Big 12,34,0.769,0.804,-0.401,0.742,0.785,0.793,0.707,0.848,26.141,26.541,-0.401,10.394,11.782,3.965,13.425,12.716
